Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
330,Female,33,Married,3,Postgraduate,Self-Employed,Professional,Own,Urban,129593,2241,709,0,2773,2838,0,31816,226,Vehicle,14.28,Secured,Yes,9,18,0.49,0
331,Female,29,Single,0,High School,Unemployed,Salaried,Own,Urban,58222,1816,831,0,26023,9712,0,20000,139,Vehicle,4.34,Secured,Yes,8,7,0.83,1
332,Male,36,Single,1,High School,Unemployed,Salaried,Rent,Urban,64881,3625,327,0,25828,13637,0,5677,193,Home,13.21,Secured,Yes,1,8,0.91,1
333,Female,41,Single,3,Graduate,Employed,Professional,Rent,Rural,92157,938,788,2,2404,898,0,20443,123,Home,5.83,Unsecured,No,7,27,0.6,1
334,Male,26,Married,0,High School,Employed,Salaried,Own,Urban,132101,4059,806,2,32622,22453,0,31934,79,Home,14.96,Unsecured,No,3,20,0.25,1
335,Female,37,Divorced,3,Graduate,Unemployed,Business,Rent,Urban,77264,4768,802,0,48318,24922,0,23064,139,Education,6.12,Secured,Yes,6,21,0.05,1
336,Female,41,Married,2,Postgraduate,Employed,Salaried,Own,Urban,87751,3804,704,1,19833,24218,0,23359,145,Education,10.72,Secured,Yes,3,14,0.01,1
337,Male,42,Single,0,Graduate,Unemployed,Business,Own,Suburban,35717,1561,336,2,3049,9363,0,7509,227,Home,4.81,Unsecured,Yes,5,9,0.97,0
338,Male,31,Single,0,High School,Unemployed,Business,Rent,Suburban,32464,2008,591,1,518,20790,0,12008,178,Education,9.52,Secured,Yes,0,6,0.22,0
339,Male,35,Married,2,Postgraduate,Employed,Salaried,Own,Urban,141939,4176,837,0,34840,508,0,34371,117,Vehicle,5.22,Unsecured,Yes,8,18,0.95,1
340,Female,31,Single,2,High School,Employed,Business,Own,Urban,106797,3348,793,2,14916,22431,1,26708,204,Education,3.83,Unsecured,Yes,5,26,0.6,0
341,Male,26,Married,3,Postgraduate,Self-Employed,Business,Own,Urban,148643,2098,799,0,45799,9611,0,44125,118,Vehicle,14.6,Unsecured,No,1,15,0.03,1
342,Female,27,Divorced,0,Postgraduate,Unemployed,Business,Own,Urban,97805,652,769,0,10619,18579,0,20329,142,Education,5.36,Secured,Yes,6,17,0.12,1
343,Female,35,Married,3,High School,Employed,Business,Own,Suburban,138045,2332,847,2,43573,20398,0,35194,159,Education,8.22,Unsecured,No,4,24,0.82,1
344,Female,27,Divorced,1,Graduate,Employed,Freelancer,Rent,Urban,91137,1129,805,0,32740,3223,0,24315,228,Home,4.65,Secured,No,9,20,0.41,1
345,Female,25,Married,2,High School,Unemployed,Freelancer,Rent,Urban,101601,2231,749,0,27213,29319,0,25655,178,Vehicle,5.16,Unsecured,Yes,5,27,0.36,1
346,Male,43,Married,2,Graduate,Employed,Freelancer,Own,Urban,55772,4560,787,2,29776,29505,1,20000,178,Vehicle,14.63,Unsecured,Yes,4,5,0.95,1
347,Female,38,Single,1,High School,Employed,Business,Own,Suburban,82016,1097,773,1,45566,17026,1,20186,142,Vehicle,5.94,Secured,Yes,9,29,0.92,1
348,Male,41,Single,1,High School,Employed,Professional,Own,Suburban,61283,2974,717,1,22413,13628,0,20000,149,Home,6.85,Secured,No,2,6,0.77,1
349,Female,43,Single,0,Postgraduate,Employed,Business,Other,Urban,77588,1594,817,1,24744,18856,0,20006,35,Home,8.31,Secured,No,5,16,0.36,1
350,Male,43,Married,1,Postgraduate,Self-Employed,Salaried,Own,Rural,51301,4972,712,1,24433,1365,0,20000,186,Education,8.15,Secured,Yes,0,22,0.91,1
351,Female,45,Married,0,High School,Unemployed,Professional,Own,Urban,145207,2425,768,1,14177,25629,0,27224,199,Education,4.65,Secured,Yes,6,26,0.4,1
352,Female,68,Single,0,High School,Employed,Business,Own,Suburban,57837,4502,510,1,26288,14622,0,9182,71,Personal,10.32,Secured,No,7,5,0.51,0
353,Female,43,Divorced,3,Graduate,Self-Employed,Business,Own,Urban,120031,3961,742,0,36660,22404,0,27744,232,Vehicle,4.39,Secured,Yes,5,16,0.59,0
354,Male,25,Married,1,High School,Employed,Freelancer,Own,Urban,69754,4179,845,0,45049,23363,1,20612,86,Home,5.89,Unsecured,Yes,7,29,0.22,1
355,Female,49,Married,2,Graduate,Unemployed,Salaried,Own,Urban,121101,1413,738,2,29720,2623,0,33843,102,Home,14.43,Unsecured,No,0,26,0.12,1
356,Male,35,Married,3,Graduate,Unemployed,Business,Rent,Urban,140922,1717,775,0,24431,2505,0,25953,118,Vehicle,13.52,Secured,Yes,2,9,0.4,1
357,Male,25,Single,1,Graduate,Unemployed,Professional,Rent,Urban,96554,2901,756,0,9157,15681,0,23737,124,Vehicle,9.97,Unsecured,Yes,7,10,0.07,0
358,Male,47,Married,0,Graduate,Employed,Salaried,Own,Suburban,147293,1403,741,1,44533,26355,0,24124,92,Home,8.76,Secured,Yes,9,12,0.32,0
359,Male,24,Single,0,High School,Self-Employed,Professional,Own,Rural,25863,2269,515,0,22402,10337,1,7965,44,Personal,13.74,Unsecured,Yes,2,23,0.77,0
360,Male,32,Single,2,Graduate,Employed,Freelancer,Own,Urban,77935,4219,712,0,41635,2875,0,22463,47,Home,7.85,Unsecured,Yes,3,13,0.09,1
361,Female,31,Single,3,High School,Employed,Business,Rent,Urban,54295,3694,748,2,20782,16860,0,20000,209,Personal,3.68,Secured,Yes,3,7,0.11,1
362,Female,39,Married,3,High School,Employed,Business,Own,Urban,118928,3113,722,2,22205,6957,0,29468,77,Education,6.06,Secured,Yes,9,20,0.44,0
363,Male,40,Single,0,Graduate,Employed,Freelancer,Own,Urban,62511,2384,814,2,5289,21276,0,20000,56,Vehicle,14.17,Secured,No,3,21,0.93,1
364,Female,46,Divorced,0,High School,Unemployed,Business,Other,Rural,63111,2260,730,2,41733,21631,0,20000,224,Vehicle,8.76,Secured,Yes,8,13,0.05,1
365,Female,44,Single,1,High School,Self-Employed,Salaried,Own,Suburban,50059,1569,406,1,43355,2320,1,17609,224,Home,12.09,Unsecured,No,7,15,0.73,0
366,Male,32,Single,1,Postgraduate,Employed,Business,Own,Urban,50199,4390,835,1,11655,27712,0,20000,123,Personal,10.13,Secured,No,7,16,0.2,1
367,Male,59,Single,2,High School,Self-Employed,Salaried,Own,Suburban,29428,3324,414,1,33359,5061,0,8539,134,Education,7.98,Unsecured,Yes,7,18,0.39,0
368,Male,53,Single,2,Graduate,Self-Employed,Business,Rent,Suburban,66630,4349,496,0,39500,10734,1,17064,121,Vehicle,13.26,Unsecured,No,0,6,0.65,1
369,Male,37,Single,1,Graduate,Employed,Salaried,Rent,Urban,135828,1715,776,1,3661,9223,0,22686,54,Personal,11.1,Unsecured,No,1,12,0.32,1
370,Female,28,Married,1,High School,Unemployed,Freelancer,Rent,Urban,51550,1040,744,1,17674,25911,0,20000,109,Personal,9.19,Secured,Yes,1,27,0.12,1
371,Female,43,Married,2,Graduate,Employed,Business,Own,Urban,112301,3401,753,1,20698,23629,0,30387,118,Home,6.18,Unsecured,No,8,27,0.83,1
372,Male,48,Single,3,Graduate,Employed,Salaried,Own,Urban,51665,1844,839,0,9013,19446,0,20000,100,Education,6.1,Secured,No,9,10,0.97,1
373,Female,30,Single,1,High School,Self-Employed,Freelancer,Other,Urban,125219,3345,805,1,1608,10103,0,33240,26,Home,11.99,Unsecured,Yes,6,21,0.95,1
374,Male,40,Single,1,Graduate,Self-Employed,Professional,Own,Urban,94003,2267,836,2,27912,7622,1,23773,184,Education,14.69,Secured,No,9,13,0.02,1
375,Male,48,Divorced,0,Postgraduate,Unemployed,Freelancer,Own,Urban,92664,1024,781,2,20810,3085,0,21460,217,Home,5.18,Unsecured,Yes,0,13,0.79,1
376,Female,48,Married,3,Graduate,Employed,Professional,Own,Urban,83766,3404,831,1,31827,12009,0,20532,88,Education,7.45,Secured,No,1,27,0.6,1
377,Male,47,Divorced,0,High School,Employed,Professional,Own,Urban,45314,3231,593,0,41666,24052,0,6836,71,Personal,9.77,Secured,No,7,24,0.31,0
378,Female,31,Married,2,High School,Employed,Freelancer,Own,Urban,52983,3727,744,1,32222,24777,0,20000,190,Home,14.77,Unsecured,Yes,4,9,0.7,1
379,Female,62,Single,2,High School,Unemployed,Salaried,Own,Urban,47579,1521,528,0,36697,29941,0,16884,113,Home,8.71,Unsecured,Yes,5,12,0.53,0
380,Female,27,Divorced,3,Postgraduate,Unemployed,Freelancer,Own,Urban,120380,3816,829,0,47657,11877,0,35716,119,Home,5.66,Secured,No,1,6,0.01,1
381,Female,45,Married,3,Graduate,Employed,Salaried,Own,Rural,80090,519,809,1,34182,21825,0,23714,82,Vehicle,5.03,Secured,Yes,4,23,0.34,1
382,Female,42,Divorced,0,Graduate,Self-Employed,Professional,Own,Suburban,88275,1731,841,2,38230,3748,0,26225,104,Home,5.72,Secured,No,7,19,0.13,1
383,Female,41,Divorced,0,Graduate,Employed,Salaried,Rent,Urban,91627,1840,816,1,16356,20910,0,23663,233,Home,14.91,Secured,No,2,10,0.71,1
384,Male,52,Single,0,High School,Self-Employed,Freelancer,Own,Urban,24897,2451,498,1,29467,8707,0,8439,31,Home,4.81,Unsecured,No,6,20,0.92,0
385,Female,37,Single,0,High School,Employed,Salaried,Own,Urban,47807,3837,381,0,4318,15496,0,13557,134,Home,7.3,Secured,Yes,8,28,0.41,0
386,Female,53,Married,3,Graduate,Employed,Freelancer,Own,Urban,31505,4317,460,2,42829,6954,0,8680,33,Vehicle,4.93,Secured,No,4,26,0.59,0
387,Female,35,Married,3,Postgraduate,Employed,Salaried,Own,Rural,131068,3568,796,2,9813,10079,0,21946,51,Home,6.79,Secured,Yes,8,18,0.93,1
388,Male,42,Married,1,Graduate,Employed,Business,Own,Rural,86231,4410,818,2,9712,11608,0,20316,86,Personal,13.97,Secured,Yes,8,9,0.71,1
389,Female,36,Single,2,Graduate,Employed,Business,Rent,Suburban,23962,1000,565,0,33167,20825,0,8398,193,Education,7.84,Secured,Yes,7,24,0.26,1
390,Male,57,Single,2,Graduate,Employed,Freelancer,Own,Urban,67300,1617,596,1,6600,15499,0,13619,200,Home,7.27,Secured,Yes,4,17,0.83,0
391,Female,62,Married,1,Graduate,Self-Employed,Business,Own,Urban,50237,4475,354,2,14408,3556,0,15153,152,Home,14.84,Unsecured,Yes,7,17,0.19,0
392,Female,49,Married,0,Graduate,Employed,Freelancer,Own,Suburban,148838,4368,741,2,2321,16305,0,28423,13,Home,11.94,Unsecured,Yes,4,26,0.61,1
393,Male,42,Single,3,High School,Employed,Salaried,Own,Rural,100461,2055,729,0,45248,14854,0,20738,184,Home,7.72,Unsecured,Yes,5,11,0.07,0
394,Male,39,Single,1,Graduate,Self-Employed,Business,Own,Suburban,32648,2468,367,2,12447,28996,0,6816,193,Vehicle,14.34,Unsecured,No,7,12,0.92,0
395,Female,25,Married,2,Graduate,Employed,Salaried,Own,Rural,73318,977,818,0,36340,23114,0,20418,230,Education,8.58,Secured,Yes,8,28,0.56,1
396,Female,37,Single,3,High School,Self-Employed,Business,Own,Suburban,50936,1971,558,2,39200,26564,0,15930,225,Education,12.31,Unsecured,No,7,19,0.54,1
397,Female,66,Single,3,Postgraduate,Employed,Salaried,Rent,Urban,69598,4150,437,1,34716,27261,0,11332,81,Education,13.48,Secured,Yes,7,18,0.12,0
398,Male,27,Single,2,Graduate,Unemployed,Salaried,Rent,Suburban,133635,4156,790,2,34188,22431,1,29238,162,Home,14.33,Unsecured,Yes,5,28,0.53,1
399,Female,40,Married,2,High School,Unemployed,Professional,Rent,Suburban,59375,3042,546,2,49912,27545,0,8301,143,Education,5.87,Secured,No,9,19,0.49,0
400,Female,41,Married,1,Graduate,Employed,Professional,Own,Urban,56659,2059,463,0,49797,3908,0,21424,80,Home,3.84,Secured,No,0,6,0.42,1
401,Female,31,Single,0,Graduate,Self-Employed,Salaried,Own,Urban,101764,1357,762,2,44759,20634,0,26618,71,Home,14.36,Secured,No,4,19,0.25,0
402,Female,40,Single,0,Graduate,Employed,Salaried,Own,Urban,40715,3013,448,1,11333,1143,1,11624,61,Vehicle,14.12,Secured,No,3,5,0.56,0
403,Female,30,Single,0,Graduate,Employed,Business,Rent,Urban,93544,2332,720,2,33881,4350,0,27142,172,Home,6.73,Unsecured,Yes,5,14,0.03,1
404,Male,64,Single,1,Graduate,Self-Employed,Professional,Rent,Urban,56659,4737,510,0,22619,8029,0,9932,202,Education,14.3,Secured,Yes,1,12,0.31,0
405,Male,31,Married,3,High School,Unemployed,Freelancer,Own,Suburban,73663,4137,733,0,35932,26645,0,20226,45,Home,10.02,Unsecured,Yes,1,10,0.02,1
406,Female,56,Married,2,High School,Employed,Business,Other,Suburban,37679,4793,396,1,6475,2528,0,14848,218,Education,10.51,Secured,Yes,8,9,0.07,0
407,Female,36,Married,1,High School,Employed,Professional,Own,Urban,50047,4847,724,1,18256,5268,1,20000,222,Home,6.6,Secured,Yes,1,28,0.43,1
408,Male,33,Married,3,Graduate,Employed,Salaried,Own,Suburban,103744,2049,727,0,13939,823,0,28510,69,Home,9.35,Unsecured,Yes,3,19,0.94,1
409,Male,46,Divorced,0,Graduate,Self-Employed,Salaried,Own,Urban,49957,3772,480,2,27102,18130,0,18415,160,Education,7.64,Unsecured,Yes,8,12,0.23,0
410,Female,33,Married,2,High School,Unemployed,Salaried,Own,Urban,70335,2236,796,1,7195,14278,1,20593,117,Education,11.39,Unsecured,Yes,5,29,0.45,1
411,Male,35,Single,1,Graduate,Employed,Freelancer,Rent,Urban,71551,3858,700,2,45985,12994,1,20241,49,Personal,8.28,Unsecured,No,7,8,0.0,1
412,Female,59,Single,3,High School,Self-Employed,Business,Own,Rural,33286,3404,462,2,28555,15080,0,11390,158,Vehicle,13.18,Unsecured,No,9,26,0.66,0
413,Female,27,Married,3,Postgraduate,Self-Employed,Freelancer,Other,Urban,46840,4044,503,1,43621,22665,0,18359,165,Home,9.48,Unsecured,Yes,5,18,0.47,1
414,Female,39,Single,0,Graduate,Self-Employed,Freelancer,Rent,Urban,116955,3893,747,2,40704,24556,0,34881,164,Home,4.02,Unsecured,No,8,29,0.15,1
415,Male,40,Single,1,High School,Employed,Freelancer,Rent,Urban,66352,4803,807,2,6369,29115,0,20000,217,Home,7.79,Secured,No,1,26,0.12,1
416,Female,32,Married,0,High School,Employed,Salaried,Own,Suburban,86165,4260,795,1,36287,24174,1,22226,188,Personal,4.08,Secured,No,7,12,0.43,1
417,Male,37,Married,2,High School,Employed,Business,Rent,Suburban,132287,834,761,0,33642,7209,0,31974,115,Home,10.94,Secured,Yes,1,16,0.56,1
418,Male,33,Married,2,Graduate,Employed,Business,Rent,Urban,71638,1031,798,0,15361,26889,0,20413,159,Vehicle,9.44,Secured,No,5,23,0.68,1
419,Male,38,Married,3,Postgraduate,Unemployed,Freelancer,Rent,Suburban,135592,2582,794,0,29862,20433,0,36274,65,Vehicle,5.54,Secured,Yes,9,9,0.82,1
420,Male,39,Single,2,High School,Self-Employed,Freelancer,Own,Urban,61823,842,475,2,27265,25306,0,21929,145,Personal,10.08,Unsecured,No,2,23,0.13,0
421,Male,37,Married,1,High School,Employed,Business,Own,Urban,69738,4756,436,1,35785,1525,0,5777,62,Personal,6.91,Unsecured,No,0,5,0.89,0
422,Male,35,Married,1,Graduate,Self-Employed,Salaried,Own,Urban,57880,2083,496,2,6762,21587,0,16951,97,Education,4.6,Secured,Yes,7,28,0.7,1
423,Male,48,Divorced,2,High School,Self-Employed,Freelancer,Rent,Suburban,96762,4089,816,2,26304,26843,0,28341,18,Home,11.6,Secured,No,8,19,0.71,1
424,Male,26,Single,2,Graduate,Employed,Freelancer,Own,Urban,106682,4558,831,1,28677,1839,0,25605,30,Home,4.47,Secured,Yes,0,7,0.29,0
425,Male,47,Married,2,High School,Self-Employed,Freelancer,Rent,Urban,93850,4714,750,2,6430,24720,1,20740,218,Personal,12.05,Secured,Yes,1,10,0.13,1
426,Male,33,Single,1,High School,Employed,Freelancer,Rent,Urban,85283,736,703,1,3891,17966,0,22454,193,Home,12.69,Unsecured,No,5,25,0.3,1
427,Male,34,Single,1,Graduate,Employed,Salaried,Own,Suburban,92686,911,808,0,11262,11801,0,20988,62,Home,12.88,Secured,Yes,2,17,0.61,1
428,Male,69,Married,0,High School,Employed,Salaried,Rent,Urban,58035,1928,308,1,2983,28624,1,16778,151,Vehicle,6.48,Secured,No,6,28,0.75,0
429,Female,35,Single,3,Graduate,Unemployed,Professional,Own,Suburban,126671,1918,707,1,17472,20761,1,25211,54,Education,12.87,Unsecured,No,7,24,0.69,1
430,Male,48,Married,0,High School,Self-Employed,Freelancer,Own,Urban,75915,4064,787,0,41958,21249,0,20161,63,Home,12.48,Unsecured,Yes,3,24,0.54,1
431,Female,47,Married,3,High School,Employed,Freelancer,Own,Urban,87553,4943,737,1,29345,26509,0,20070,54,Personal,9.65,Unsecured,No,4,20,0.42,1
432,Male,27,Divorced,0,High School,Self-Employed,Business,Own,Suburban,38668,2365,358,1,17058,19873,0,10054,19,Education,10.17,Secured,Yes,7,29,0.95,0
433,Female,43,Married,1,Graduate,Employed,Salaried,Own,Urban,83985,4942,822,2,7664,6656,0,21784,239,Education,5.56,Secured,Yes,8,5,0.11,0
434,Male,25,Single,0,High School,Employed,Salaried,Own,Urban,85389,2483,826,1,5864,21570,0,21698,113,Home,6.41,Unsecured,Yes,8,20,0.25,1
435,Male,48,Married,0,Graduate,Employed,Freelancer,Own,Urban,128755,1232,828,2,9127,83,1,24966,23,Education,12.09,Unsecured,No,2,27,0.63,1
436,Female,46,Single,3,Graduate,Unemployed,Salaried,Rent,Urban,32785,3594,521,0,48563,23348,0,12785,102,Vehicle,13.94,Unsecured,Yes,1,18,0.77,0
437,Male,38,Married,3,Graduate,Self-Employed,Freelancer,Other,Urban,103392,787,709,0,20091,26941,0,30508,196,Home,8.65,Secured,Yes,3,25,0.6,1
438,Female,58,Married,0,High School,Unemployed,Professional,Rent,Urban,33681,1846,535,1,23080,26928,0,12854,49,Home,12.84,Unsecured,Yes,1,26,0.69,1
439,Male,22,Single,3,High School,Employed,Salaried,Own,Suburban,46615,4056,343,0,7374,18068,0,7374,110,Home,10.9,Unsecured,No,7,18,0.88,0
440,Male,36,Single,2,Graduate,Employed,Freelancer,Rent,Suburban,97080,2207,746,1,7376,3072,0,23654,194,Personal,5.4,Secured,Yes,3,18,0.23,1
441,Male,44,Single,2,Postgraduate,Unemployed,Freelancer,Own,Suburban,67130,4739,717,0,34882,23200,0,20055,115,Education,3.68,Secured,Yes,4,11,0.26,1
442,Female,67,Married,1,High School,Employed,Professional,Rent,Urban,68832,4534,473,0,29816,17218,0,14981,86,Personal,8.56,Secured,Yes,9,16,0.19,0
443,Female,41,Married,0,High School,Employed,Business,Own,Urban,127183,2679,785,2,47784,22228,1,24339,174,Home,9.69,Secured,Yes,7,10,0.2,1
444,Female,44,Single,3,High School,Unemployed,Freelancer,Own,Urban,93046,2989,755,2,4811,26367,1,26136,234,Education,5.73,Unsecured,Yes,5,20,0.41,1
445,Male,25,Married,0,Graduate,Self-Employed,Salaried,Rent,Urban,60695,3743,494,0,1053,29860,1,6426,115,Home,8.1,Secured,Yes,4,20,0.05,0
446,Female,42,Married,2,High School,Employed,Professional,Own,Suburban,25661,2198,548,0,11978,9454,0,8327,197,Vehicle,12.47,Unsecured,Yes,4,22,0.13,1
447,Male,18,Married,3,Postgraduate,Self-Employed,Business,Other,Rural,31049,4348,503,2,8258,22218,0,11894,71,Personal,7.53,Secured,No,0,17,0.99,0
448,Male,53,Divorced,3,Graduate,Employed,Business,Own,Suburban,25777,3198,383,0,43690,27465,0,8518,51,Home,6.49,Unsecured,Yes,4,6,0.14,0
449,Female,36,Single,1,Postgraduate,Self-Employed,Professional,Own,Urban,119057,4601,778,1,2406,11234,1,34365,189,Home,10.11,Secured,Yes,2,7,0.21,1
450,Female,40,Married,0,Graduate,Unemployed,Professional,Own,Urban,138315,1197,708,2,23614,5651,0,20264,32,Education,8.74,Secured,No,8,11,0.24,0
451,Male,22,Single,3,High School,Self-Employed,Business,Rent,Urban,61491,729,433,2,37376,11648,0,21609,228,Education,10.91,Unsecured,No,9,28,0.76,0
452,Male,42,Single,0,High School,Employed,Freelancer,Own,Urban,98377,4047,782,0,48816,23597,0,20937,202,Home,11.08,Unsecured,Yes,4,25,0.8,1
453,Male,42,Married,1,High School,Employed,Freelancer,Own,Urban,54803,776,718,1,43764,16006,0,20000,42,Personal,9.63,Unsecured,Yes,0,20,0.67,0
454,Female,68,Married,3,High School,Unemployed,Business,Own,Suburban,39468,3831,504,2,42632,11650,0,9617,230,Home,4.72,Unsecured,No,2,25,0.78,0
455,Female,37,Single,0,High School,Self-Employed,Business,Own,Urban,116407,2090,716,2,37066,5119,0,26658,175,Personal,11.56,Unsecured,No,3,15,0.99,1
456,Female,25,Single,3,High School,Employed,Professional,Own,Urban,108721,4182,702,2,31829,22240,0,30339,183,Vehicle,9.2,Unsecured,No,9,5,0.05,1
457,Female,32,Married,3,Graduate,Unemployed,Freelancer,Own,Urban,57478,3496,792,0,38969,23418,0,20000,136,Home,5.71,Unsecured,Yes,8,24,0.74,0
458,Female,25,Married,0,Graduate,Employed,Business,Own,Suburban,127781,1317,821,0,48756,21962,1,34445,144,Vehicle,7.09,Secured,Yes,2,18,0.23,1
459,Female,44,Single,3,Graduate,Self-Employed,Professional,Own,Urban,95337,4424,753,0,22095,11407,0,26250,13,Home,3.76,Secured,Yes,1,15,0.79,0
460,Male,31,Single,3,High School,Self-Employed,Salaried,Own,Suburban,64593,4206,848,0,27188,17753,0,20000,180,Personal,12.17,Secured,No,5,17,0.49,1
461,Female,43,Divorced,3,Graduate,Self-Employed,Professional,Rent,Urban,110673,4422,842,0,12618,1222,0,31674,100,Home,6.7,Secured,Yes,7,22,0.35,1
462,Female,49,Married,3,Graduate,Unemployed,Salaried,Own,Urban,87411,4004,847,1,42381,1392,1,20919,108,Home,8.83,Unsecured,Yes,9,23,0.09,1
463,Male,46,Single,2,High School,Self-Employed,Business,Other,Urban,51788,1642,497,1,44188,26503,0,20445,177,Education,14.25,Secured,Yes,9,5,0.94,1
464,Male,27,Married,3,Postgraduate,Employed,Salaried,Rent,Rural,52478,2868,790,1,3771,17928,0,20000,139,Home,12.99,Unsecured,No,7,20,0.99,1
465,Male,46,Single,0,High School,Employed,Professional,Other,Urban,61495,1387,423,1,5932,9658,0,13659,34,Home,8.49,Unsecured,No,3,13,0.64,0
466,Female,42,Married,1,Postgraduate,Self-Employed,Business,Rent,Suburban,134664,3018,809,1,15773,8343,0,20667,202,Personal,5.52,Secured,No,6,6,0.24,1
467,Male,45,Married,3,Postgraduate,Unemployed,Freelancer,Own,Urban,50605,1663,735,2,32654,2017,0,20000,157,Personal,11.32,Unsecured,Yes,1,9,0.5,1
468,Female,35,Single,3,Postgraduate,Employed,Salaried,Own,Suburban,20415,953,455,2,13339,16947,0,7501,29,Home,13.57,Unsecured,No,3,11,0.7,0
469,Female,48,Married,3,High School,Employed,Professional,Own,Rural,56925,4008,731,2,41564,2518,0,20000,134,Home,13.01,Unsecured,Yes,2,11,0.62,1
470,Male,23,Single,2,High School,Self-Employed,Professional,Rent,Rural,30145,4801,573,2,5353,889,1,10779,191,Vehicle,5.31,Unsecured,No,6,28,0.28,0
471,Female,44,Single,3,Postgraduate,Employed,Professional,Rent,Urban,75994,678,765,1,11346,27816,0,22513,230,Education,8.66,Unsecured,No,0,23,0.72,1
472,Male,31,Single,1,Graduate,Employed,Freelancer,Rent,Urban,25029,1115,339,1,21737,4382,0,5006,207,Personal,6.68,Secured,No,1,15,0.28,0
473,Female,31,Married,0,Graduate,Self-Employed,Freelancer,Rent,Rural,110814,3448,718,0,38726,13173,0,25393,205,Home,8.89,Unsecured,No,2,13,0.79,1
474,Male,28,Single,2,Graduate,Unemployed,Professional,Own,Urban,58009,2497,473,0,45669,12850,0,6958,157,Education,4.0,Unsecured,No,1,11,0.73,0
475,Female,45,Divorced,3,Graduate,Employed,Business,Own,Urban,138344,2330,834,0,20394,24742,1,26277,236,Home,9.96,Unsecured,Yes,3,8,0.95,1
476,Female,22,Married,2,High School,Employed,Salaried,Other,Suburban,25412,2315,439,0,1021,15042,1,8672,125,Personal,10.08,Unsecured,No,6,9,0.82,0
477,Male,37,Married,2,Graduate,Employed,Salaried,Own,Urban,52631,4743,724,0,11855,22540,0,20000,171,Home,12.24,Secured,Yes,7,17,0.82,1
478,Male,37,Divorced,3,Graduate,Employed,Business,Own,Urban,146340,4592,785,1,38801,27927,1,20466,141,Personal,13.06,Unsecured,Yes,2,15,0.82,1
479,Female,44,Divorced,3,High School,Self-Employed,Freelancer,Own,Suburban,58267,3714,507,2,19598,14086,0,8844,196,Personal,4.17,Unsecured,Yes,3,21,0.25,0
480,Female,25,Single,0,High School,Unemployed,Business,Own,Rural,69568,1953,707,2,27372,28142,0,20441,213,Vehicle,5.89,Unsecured,Yes,5,28,0.6,0
481,Female,26,Married,1,Graduate,Employed,Business,Own,Urban,129880,504,752,2,3250,26443,1,32198,143,Vehicle,9.67,Unsecured,Yes,6,7,0.51,1
482,Male,42,Single,3,High School,Unemployed,Freelancer,Own,Rural,73330,3288,797,0,44013,14854,1,20173,126,Home,13.14,Secured,No,2,28,0.76,1
483,Male,28,Single,3,Graduate,Self-Employed,Professional,Own,Urban,129823,3926,741,1,39545,15473,0,32268,28,Home,12.11,Unsecured,Yes,3,27,0.05,0
484,Male,38,Single,1,Graduate,Unemployed,Professional,Own,Suburban,54118,4996,781,2,40680,24258,0,20000,92,Vehicle,8.54,Secured,Yes,7,25,0.26,0
485,Male,29,Divorced,2,High School,Unemployed,Freelancer,Own,Urban,58758,1342,817,2,31320,12595,0,20000,71,Personal,11.69,Secured,Yes,6,21,0.8,1
486,Female,43,Married,2,Graduate,Self-Employed,Freelancer,Rent,Urban,34915,3513,334,0,45480,4887,0,7054,162,Home,14.92,Secured,Yes,9,6,0.59,0
487,Female,40,Married,3,Graduate,Self-Employed,Professional,Own,Urban,136454,1978,747,1,21949,15594,0,25111,121,Home,8.13,Secured,No,7,12,0.37,1
488,Female,44,Single,3,Graduate,Unemployed,Professional,Own,Urban,127821,837,817,1,35505,15401,0,36601,178,Home,3.7,Unsecured,No,3,13,0.91,0
489,Female,52,Married,0,High School,Employed,Professional,Rent,Suburban,28216,556,397,1,21968,11383,0,9563,87,Education,11.68,Unsecured,Yes,1,17,0.39,0
490,Male,37,Single,1,Graduate,Unemployed,Salaried,Own,Urban,27612,1887,368,2,39759,26270,0,8597,174,Education,9.41,Unsecured,Yes,1,24,0.77,0
491,Male,38,Single,3,Postgraduate,Self-Employed,Freelancer,Own,Urban,113869,4236,837,2,8319,1324,0,21067,226,Home,11.02,Secured,Yes,8,29,0.66,0
492,Male,29,Married,2,High School,Self-Employed,Freelancer,Rent,Suburban,115625,3546,742,0,2209,10180,1,33081,115,Home,12.68,Secured,No,2,25,0.08,1
493,Male,36,Married,2,Graduate,Self-Employed,Salaried,Own,Urban,62616,1191,747,0,7996,17192,0,20000,40,Home,5.14,Secured,No,2,7,0.23,1
494,Female,37,Married,2,Graduate,Employed,Business,Own,Rural,130634,3052,733,2,23512,17012,0,37407,49,Personal,8.78,Secured,Yes,9,28,0.37,1
495,Female,40,Single,3,High School,Self-Employed,Professional,Own,Urban,63021,3241,784,0,30445,23418,1,20000,89,Education,10.35,Secured,Yes,5,19,0.54,1
